hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
Resort Hotel - Kochi,0,69,2024,August,32,9,0,3,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,320.7,0,1,Check-Out,2024-08-09 21:49:20.322977828,Kochi
Resort Hotel - Ahmedabad,0,2,2024,April,17,23,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,241.0,,0,Transient,201.14,1,1,Check-Out,2024-04-23 17:16:39.257888080,Ahmedabad
Resort Hotel - Jaipur,0,367,2024,May,20,14,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,249.23,1,3,Check-Out,2024-05-14 18:27:17.155851878,Jaipur
Resort Hotel - Pune,0,0,2024,November,47,20,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,176.0,0,0,Check-Out,2024-11-20 12:36:25.166137584,Pune
Resort Hotel - Jaipur,0,309,2024,October,43,26,1,2,2,0.0,0,HB,ESP,Online TA,Direct,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,181.18,0,1,Check-Out,2024-10-26 15:51:34.385579912,Jaipur
Resort Hotel - Goa,0,194,2024,November,46,11,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,314.0,,0,Transient,158.66,0,2,Check-Out,2024-11-11 13:59:21.222558192,Goa
Resort Hotel - Bhopal,0,64,2024,May,18,4,1,4,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,388.0,0,2,Check-Out,2024-05-04 08:50:16.076858002,Bhopal
Resort Hotel - Lucknow,0,3,2024,November,45,9,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,127.0,,0,Transient,143.2,0,0,Check-Out,2024-11-09 13:02:56.548928292,Lucknow
Resort Hotel - Goa,0,212,2024,March,10,8,1,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,182.25,0,0,Check-Out,2024-03-08 06:43:57.650034760,Goa
Resort Hotel - Bangalore,0,212,2024,July,29,19,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,153.75,0,0,Check-Out,2024-07-19 16:45:22.743301308,Bangalore
Resort Hotel - Pune,0,7,2024,January,1,3,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,260.0,1,2,Check-Out,2024-01-03 05:46:58.239536305,Pune
Resort Hotel - Pune,0,20,2024,May,20,13,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,,0,Transient,230.0,0,2,Check-Out,2024-05-13 00:55:31.120957542,Pune
Resort Hotel - Goa,0,104,2024,October,42,15,2,3,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240.0,,0,Transient,402.0,0,1,Check-Out,2024-10-15 23:25:07.827354276,Goa
Resort Hotel - Kochi,0,118,2024,February,5,3,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,264.0,0,2,Check-Out,2024-02-03 09:14:22.722696395,Kochi
Resort Hotel - Ahmedabad,0,7,2024,January,2,9,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,246.0,0,2,Check-Out,2024-01-09 01:11:33.621690440,Ahmedabad
Resort Hotel - Ahmedabad,0,29,2024,August,32,5,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,272.5,0,2,Check-Out,2024-08-05 01:35:54.741224064,Ahmedabad
Resort Hotel - Jaipur,0,76,2024,December,1,30,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,241.67,0,2,Check-Out,2024-12-30 20:59:30.057542988,Jaipur
Resort Hotel - Mumbai,0,19,2024,July,30,22,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,266.0,0,2,Check-Out,2024-07-22 17:10:33.797083482,Mumbai
Resort Hotel - Ahmedabad,0,30,2024,January,4,22,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,299.0,1,1,Check-Out,2024-01-22 21:25:41.900845136,Ahmedabad
Resort Hotel - Jaipur,0,4,2024,December,52,26,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,253.0,0,2,Check-Out,2024-12-26 14:55:44.448818568,Jaipur
Resort Hotel - Chennai,0,19,2024,November,48,25,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,182.0,0,1,Check-Out,2024-11-25 06:24:33.964938144,Chennai
Resort Hotel - Hyderabad,0,183,2024,March,10,4,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,232.0,0,2,Check-Out,2024-03-04 17:59:10.246672641,Hyderabad
Resort Hotel - Kolkata,0,9,2024,July,29,16,0,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,319.0,1,3,Check-Out,2024-07-16 22:34:24.009247082,Kolkata
Resort Hotel - Lucknow,0,22,2024,September,36,6,2,2,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,340.0,0,1,Check-Out,2024-09-06 16:56:06.099054352,Lucknow
Resort Hotel - Kochi,0,0,2024,October,41,13,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,180.0,0,0,Check-Out,2024-10-13 14:02:26.485857156,Kochi
Resort Hotel - Chandigarh,0,82,2024,August,35,28,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,175.0,,0,Transient,216.0,0,0,Check-Out,2024-08-28 15:14:08.068079972,Chandigarh
Resort Hotel - Jaipur,0,295,2024,January,3,18,2,2,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,306.0,0,3,Check-Out,2024-01-18 15:52:45.306686545,Jaipur
Resort Hotel - Mumbai,0,1,2024,October,43,22,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,159.2,0,1,Check-Out,2024-10-22 11:29:04.110428932,Mumbai
Resort Hotel - Delhi,0,7,2024,May,20,14,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,274.67,0,2,Check-Out,2024-05-14 17:12:26.691906290,Delhi
Resort Hotel - Indore,0,3,2024,March,13,25,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,2,Check-Out,2024-03-25 03:10:04.548157703,Indore
Resort Hotel - Kolkata,0,19,2024,June,25,19,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,210.0,0,2,Check-Out,2024-06-19 01:50:47.044535090,Kolkata
Resort Hotel - Hyderabad,0,4,2024,June,26,26,2,3,3,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,350.2,0,1,Check-Out,2024-06-26 10:49:24.634932866,Hyderabad
Resort Hotel - Lucknow,0,197,2024,June,24,15,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0,1,Check-Out,2024-06-15 09:25:52.394274178,Lucknow
Resort Hotel - Chennai,0,12,2024,May,21,23,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,256.0,0,2,Check-Out,2024-05-23 22:52:08.549531364,Chennai
Resort Hotel - Ahmedabad,0,124,2024,October,43,23,2,7,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,262.0,0,3,Check-Out,2024-10-23 22:33:25.390781396,Ahmedabad
Resort Hotel - Delhi,0,47,2024,October,42,20,0,2,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,289.0,0,1,Check-Out,2024-10-20 03:30:01.522753352,Delhi
Resort Hotel - Lucknow,0,125,2024,July,28,14,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,276.0,1,2,Check-Out,2024-07-14 07:45:55.942339746,Lucknow
Resort Hotel - Pune,0,157,2024,June,23,6,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,468.0,,0,Transient-Party,211.6,1,1,Check-Out,2024-06-06 15:43:46.161539170,Pune
Resort Hotel - Bhopal,0,17,2024,December,48,1,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,274.0,0,2,Check-Out,2024-12-01 09:00:35.551013912,Bhopal
Resort Hotel - Chandigarh,0,7,2024,February,6,8,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,210.0,0,2,Check-Out,2024-02-08 00:10:49.868915896,Chandigarh
Resort Hotel - Chandigarh,0,0,2024,February,9,26,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306.0,,0,Transient,116.61,0,0,Check-Out,2024-02-26 20:58:08.281164931,Chandigarh
Resort Hotel - Goa,0,327,2024,December,50,10,2,8,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,142.58,1,2,Check-Out,2024-12-10 02:47:05.928686896,Goa
Resort Hotel - Delhi,0,134,2024,December,52,25,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,225.0,0,2,Check-Out,2024-12-25 07:31:30.415364900,Delhi
Resort Hotel - Kolkata,0,134,2024,July,29,15,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,239.0,0,2,Check-Out,2024-07-15 09:04:45.945941418,Kolkata
Resort Hotel - Hyderabad,0,7,2024,January,5,31,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,222.0,0,1,Check-Out,2024-01-31 11:10:04.306929449,Hyderabad
Resort Hotel - Goa,0,42,2024,March,12,24,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,262.0,0,1,Check-Out,2024-03-24 16:00:54.517585372,Goa
Resort Hotel - Kochi,0,58,2024,January,3,16,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,175.0,,0,Transient,239.6,0,0,Check-Out,2024-01-16 15:18:21.357746526,Kochi
Resort Hotel - Pune,0,220,2024,March,10,5,0,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient,258.0,0,1,Check-Out,2024-03-05 10:42:55.292531137,Pune
Resort Hotel - Hyderabad,0,4,2024,October,43,27,0,2,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,220.0,0,3,Check-Out,2024-10-27 01:28:17.372454748,Hyderabad
Resort Hotel - Ahmedabad,0,5,2024,October,41,9,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,274.0,1,2,Check-Out,2024-10-09 19:12:15.052643040,Ahmedabad
Resort Hotel - Kolkata,0,13,2024,July,30,25,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,292.0,0,3,Check-Out,2024-07-25 16:12:06.097044116,Kolkata
Resort Hotel - Delhi,0,22,2024,February,7,16,1,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient-Party,314.67,0,2,Check-Out,2024-02-16 05:28:55.607132985,Delhi
Resort Hotel - Mumbai,0,22,2024,May,19,9,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient-Party,302.67,0,2,Check-Out,2024-05-09 18:29:20.182261346,Mumbai
Resort Hotel - Chennai,0,25,2024,July,28,13,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,279.33,1,3,Check-Out,2024-07-13 16:30:13.795240766,Chennai
Resort Hotel - Pune,0,27,2024,January,3,21,2,5,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,326.71,1,2,Check-Out,2024-01-21 00:40:13.488679861,Pune
Resort Hotel - Pune,0,203,2024,November,48,27,2,5,2,0.0,0,Undefined,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,240.8,0,3,Check-Out,2024-11-27 19:49:23.278023936,Pune
Resort Hotel - Delhi,0,6,2024,August,35,28,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,267.0,0,2,Check-Out,2024-08-28 00:29:14.935546824,Delhi
Resort Hotel - Delhi,0,102,2024,September,35,1,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,196.0,,0,Transient,281.43,1,0,Check-Out,2024-09-01 23:07:57.300253792,Delhi
Resort Hotel - Goa,0,250,2024,March,13,26,2,4,2,1.0,0,HB,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,266.43,1,2,Check-Out,2024-03-26 19:13:47.684292522,Goa
Resort Hotel - Ahmedabad,0,204,2024,February,6,7,2,1,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,168.6,0,2,Check-Out,2024-02-07 11:07:12.069956193,Ahmedabad
Resort Hotel - Goa,0,204,2024,December,52,28,2,1,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,168.6,0,2,Check-Out,2024-12-28 16:44:58.861704176,Goa
Resort Hotel - Hyderabad,0,23,2024,March,13,31,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,168.0,0,1,Check-Out,2024-03-31 15:31:37.410984261,Hyderabad
Resort Hotel - Delhi,0,204,2024,April,17,28,2,1,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314.0,,0,Transient,181.8,0,1,Check-Out,2024-04-28 04:46:11.592022716,Delhi
Resort Hotel - Kolkata,0,21,2024,September,38,20,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,224.0,0,2,Check-Out,2024-09-20 10:05:20.290814060,Kolkata
Resort Hotel - Pune,0,41,2024,June,23,8,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,266.0,1,2,Check-Out,2024-06-08 10:08:21.935689218,Pune
Resort Hotel - Mumbai,0,85,2024,December,50,10,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,236.0,1,2,Check-Out,2024-12-10 03:13:30.798314752,Mumbai
Resort Hotel - Kolkata,0,8,2024,July,27,5,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,104.0,,0,Transient,166.5,0,0,Check-Out,2024-07-05 20:04:49.594518758,Kolkata
Resort Hotel - Jaipur,0,59,2024,July,28,9,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0,4,Check-Out,2024-07-09 05:18:18.040858034,Jaipur
Resort Hotel - Chandigarh,0,59,2024,June,26,24,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0,4,Check-Out,2024-06-24 15:53:59.846216988,Chandigarh
Resort Hotel - Mumbai,0,56,2024,January,2,10,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,191.6,1,0,Check-Out,2024-01-10 19:18:32.816088584,Mumbai
Resort Hotel - Jaipur,0,31,2024,August,35,31,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,196.75,1,2,Check-Out,2024-08-31 07:26:14.888808852,Jaipur
Resort Hotel - Delhi,0,1,2024,July,31,30,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,212.5,0,3,Check-Out,2024-07-30 07:30:33.967953496,Delhi
Resort Hotel - Bhopal,0,37,2024,November,44,2,2,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,277.67,1,1,Check-Out,2024-11-02 14:16:15.104909160,Bhopal
Resort Hotel - Indore,0,5,2024,September,37,9,2,5,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,336.57,1,2,Check-Out,2024-09-09 22:51:28.023184716,Indore
Resort Hotel - Chennai,0,30,2024,May,18,2,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,196.5,1,2,Check-Out,2024-05-02 23:27:10.130078986,Chennai
Resort Hotel - Kolkata,0,128,2024,May,19,10,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,237.0,0,2,Check-Out,2024-05-10 14:31:11.750328756,Kolkata
Resort Hotel - Kolkata,0,37,2024,February,8,19,1,4,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient,298.0,1,3,Check-Out,2024-02-19 19:06:32.749750814,Kolkata
Resort Hotel - Chennai,0,1,2024,May,19,6,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,184.0,1,0,Check-Out,2024-05-06 22:01:52.955129870,Chennai
Resort Hotel - Goa,0,17,2024,January,4,23,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,207.0,0,3,Check-Out,2024-01-23 01:19:01.582557857,Goa
Resort Hotel - Ahmedabad,0,17,2024,March,13,31,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,221.0,0,3,Check-Out,2024-03-31 14:56:24.251480454,Ahmedabad
Resort Hotel - Kolkata,0,13,2024,March,12,20,1,5,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,250.2,1,3,Check-Out,2024-03-20 15:09:43.199457236,Kolkata
Resort Hotel - Pune,0,19,2024,July,31,29,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,165.6,0,0,Check-Out,2024-07-29 10:35:52.660630376,Pune
Resort Hotel - Mumbai,0,9,2024,December,49,2,1,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,232.5,0,2,Check-Out,2024-12-02 04:49:14.684267392,Mumbai
Resort Hotel - Delhi,0,7,2024,April,15,13,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,192.0,1,1,Check-Out,2024-04-13 07:17:37.454204323,Delhi
Resort Hotel - Indore,0,97,2024,November,44,2,4,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,134.0,,0,Transient,156.0,0,0,Check-Out,2024-11-02 22:46:55.917714360,Indore
Resort Hotel - Mumbai,0,87,2024,July,30,26,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,429.0,,0,Transient,0.0,0,0,Check-Out,2024-07-26 15:49:40.767072342,Mumbai
Resort Hotel - Bhopal,0,239,2024,September,37,15,2,9,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,184.73,0,2,Check-Out,2024-09-15 05:16:49.751317124,Bhopal
City Hotel - Goa,0,19,2024,March,9,1,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-03-01 04:03:56.524302909,Goa
City Hotel - Indore,0,19,2024,May,20,14,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,62.0,0,1,Check-Out,2024-05-14 07:40:07.849969428,Indore
City Hotel - Mumbai,0,25,2024,April,15,14,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-04-14 02:00:14.413388168,Mumbai
City Hotel - Hyderabad,0,25,2024,April,17,23,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-04-23 06:07:29.227315748,Hyderabad
City Hotel - Delhi,0,25,2024,July,29,17,1,1,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,E,1,No Deposit,1.0,,0,Transient-Party,84.0,0,0,Check-Out,2024-07-17 04:35:23.894161102,Delhi
City Hotel - Goa,0,25,2024,March,10,8,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-03-08 17:13:30.376165308,Goa
City Hotel - Chennai,0,25,2024,February,6,7,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-02-07 14:51:43.461792962,Chennai
City Hotel - Lucknow,0,25,2024,December,49,3,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2024-12-03 01:35:07.701714564,Lucknow
City Hotel - Kochi,0,25,2024,October,41,8,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2024-10-08 20:09:53.542118620,Kochi
City Hotel - Hyderabad,0,25,2024,May,20,15,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-05-15 03:19:58.693346958,Hyderabad
City Hotel - Lucknow,0,25,2024,March,11,11,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-03-11 14:46:59.777366424,Lucknow
City Hotel - Chandigarh,0,25,2024,May,22,30,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2024-05-30 20:01:58.804915026,Chandigarh
City Hotel - Delhi,0,25,2024,September,39,26,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2024-09-26 15:46:15.964284816,Delhi
City Hotel - Pune,0,25,2024,May,21,24,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-05-24 15:27:05.305513908,Pune
City Hotel - Delhi,0,25,2024,October,40,4,1,1,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,84.0,0,0,Check-Out,2024-10-04 22:54:25.325951300,Delhi
City Hotel - Bhopal,0,25,2024,October,41,7,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-10-07 20:32:18.872090392,Bhopal
City Hotel - Delhi,0,25,2024,July,28,11,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-07-11 18:29:54.919129902,Delhi
City Hotel - Ahmedabad,0,25,2024,February,5,3,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2024-02-03 23:02:01.971035857,Ahmedabad
City Hotel - Lucknow,0,28,2024,September,38,20,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-09-20 00:28:37.303939224,Lucknow
City Hotel - Goa,0,28,2024,May,19,11,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-05-11 12:01:06.217155684,Goa
City Hotel - Lucknow,0,28,2024,October,42,20,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-10-20 06:04:06.595582508,Lucknow
City Hotel - Delhi,0,28,2024,May,21,25,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-05-25 16:41:31.164177604,Delhi
City Hotel - Mumbai,0,28,2024,January,4,25,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-01-25 16:20:42.084279121,Mumbai
City Hotel - Goa,0,28,2024,January,4,25,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,62.0,0,0,Check-Out,2024-01-25 01:09:24.082118118,Goa
City Hotel - Ahmedabad,0,28,2024,May,21,25,1,3,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2024-05-25 18:40:23.077502952,Ahmedabad
